ID,Type,URL,Status,Title,Section,Category.Product,Category.Brand,Body,Teaser,Image,Product.SKU,Product.ListPrice,Product.SellPrice,Product.Saving,Product.Stock.Value,Product.Stock.Message,vid,nid,field_group_value,field_metadata_value,field_closed_height_value,field_open_height_value,field_rungs_treads_value,field_weight_value,field_platform_height_value,field_open_depth_value,field_handrail_included_value,field_platform_size_value,field_folded_depth_value,field_floor_to_floor_height_value,field_tread_depth_value,field_colour_diameter_value,field_max_workload_value,field_overall_width_value,field_extended_length_value,field_approx_working_height_value,field_youtube_tag_value,field_standard_warranty_value,field_shipping_terms_value,field_tread_type_value,field_staircase_type_value,field_next_expected_delivery_value,field_lead_time_value,field_stockitem_value,field_bulky_value,field_search_text_value,field_bundle_deal_nid
11452,Product,Ladders/Window-Cleaning-Ladders/3.6m-Trade-Double-Section-Timber-Window-Cleaning-Ladder,1,"3.6m Trade Double Section Timber Window Cleaning Ladder",Ladders,"Window Cleaning Ladders",Unbranded,"<p>Our 3.6m Trade Double Section Timber Window Cleaning or frame ladders are of the finest quality and designed specifically for the Professional window cleaner. Side stiles are varnished, steel tie-rods are fitted at intervals and a roller bar is fitted to ensure smooth operation.</p>
<ul>
<li>3.6m (11.8&apos;) Closed length</li>
<li>Designed for the professional window cleaner</li>
<li>Made from selected high-grade timber</li>
<li>Varnished side stiles</li>
<li>Manufactured from selected softwoods</li>
<li>Tie rods fitted at intervals</li>
<li>6-months warranty</li>
<li>150kg workload capacity</li>
</ul>","<p>Our 3.6m Trade Double Section Timber Window Cleaning or frame ladders are of the finest quality and designed specifically for the Professional window cleaner. Side stiles are varnished, steel tie-rods are fitted at intervals and a roller bar is fitted  ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-window-cleaning-ladder-timber.jpg&resizetoWidth=174,1140-13,300.87,159.95,140.92,0,"Out of Stock",11452,11452,"Heavy Duty",NULL,3.5,NULL,24,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,NULL,6.5,NULL,NULL,6-months,NULL,"Round rung",NULL,NULL,14,N,N,"3.6m Trade Double Section Timber Window Cleaners Ladder",NULL
11454,Product,Ladders/Window-Cleaning-Ladders/2.4m-Trade-Single-Section-Timber-Window-Cleaning-Ladder-with-Alloy-Tread,1,"2.4m Trade Single Section Timber Window Cleaning Ladder with Alloy Tread",Ladders,"Window Cleaning Ladders",Unbranded,"<p>Our 2.4m Trade Single Section Window Cleaning or frame ladder are of the finest quality and designed specifically for the Professional window cleaner. Side stiles are varnished, steel tie-rods are fitted at intervals.</p>
<ul>
<li>2.4m (7.9&apos;) Closed length</li>
<li>Designed for the professional window cleaner</li>
<li>Made from selected high-grade timber</li>
<li>Varnished side stiles</li>
<li>Serrated non-slip aluminium rungs</li>
<li>Tie rods fitted at intervals</li>
<li>6-months warranty</li>
<li>150kg workload capacity</li>
</ul>","<p>Our 2.4m Trade Single Section Window Cleaning or frame ladder are of the finest quality and designed specifically for the Professional window cleaner. Side stiles are varnished, steel tie-rods are fitted at intervals.</p>
<ul>
<li>2.4m (7.9&apos;) Cl ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-window-cleaning-ladder-timber-with-alloy-rung.jpg&resizetoWidth=174,1140-21,97.95,74.95,23.00,-1,"Out of Stock",11454,11454,"Heavy Duty",NULL,2.4,NULL,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,NULL,2.4,NULL,NULL,6-months,NULL,"Round rung",NULL,NULL,14,N,N,"2.4m Trade Single Section Timber Window Cleaners Ladder with Alloy Tread",NULL
11458,Product,Ladders/Window-Cleaning-Ladders/2.4m-Trade-Double-Section-Timber-Window-Cleaning-Ladder-with-Alloy-Tread,1,"2.4m Trade Double Section Timber Window Cleaning Ladder with Alloy Tread",Ladders,"Window Cleaning Ladders",Unbranded,"<p>Our 2.4m Trade Double Section Window Cleaning or 'A' frame ladders are of the finest quality and designed specifically for the Professional window cleaner. Side stiles are varnished, steel tie-rods are fitted at intervals and a roller bar is fitted to ensure smooth operation.</p>
<ul>
<li>2.4m (7.9') Closed length</li>
<li>Designed for the professional window cleaner</li>
<li>Made from selected high-grade timber</li>
<li>Varnished side stiles</li>
<li>Serrated non-slip aluminium rungs</li>
<li>Tie rods fitted at intervals</li>
<li>6-months warranty</li>
<li>150kg workload capacity</li>
</ul>","<p>Our 2.4m Trade Double Section Window Cleaning or 'A' frame ladders are of the finest quality and designed specifically for the Professional window cleaner. Side stiles are varnished, steel tie-rods are fitted at intervals and a roller bar is fitted to  ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-window-cleaning-ladder-timber-with-alloy-rung.jpg&resizetoWidth=174,1140-25,194.95,154.95,40.00,0,"Out of Stock",11458,11458,"Heavy Duty",NULL,2.4,NULL,15,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,NULL,3.9,NULL,NULL,1-Year,NULL,"Round rung",NULL,NULL,14,N,N,"2.4m Trade Double Section Timber Window Cleaners Ladder with Alloy Tread",NULL
11459,Product,Ladders/Window-Cleaning-Ladders/3.0m-Trade-Double-Section-Timber-Window-Cleaning-Ladder-with-Alloy-Tread,1,"3.0m Trade Double Section Timber Window Cleaning Ladder with Alloy Tread",Ladders,"Window Cleaning Ladders",Unbranded,"<p>Our 3.0m Trade Double Section Window Cleaning or 'A' frame ladder are of the finest quality and designed specifically for the Professional window cleaner. Side stiles are varnished, steel tie-rods are fitted at intervals and a roller bar is fitted to ensure smooth operation.</p>
<ul>
<li>3.0m (10) Closed length</li>
<li>Designed for the professional window cleaning</li>
<li>Made from selected high-grade timber</li>
<li>Varnished side stiles</li>
<li>Serrated non-slip aluminium rungs</li>
<li>Tie rods fitted at intervals</li>
<li>6-months warranty</li>
<li>150kg workload capacity</li>
</ul>","<p>Our 3.0m Trade Double Section Window Cleaning or 'A' frame ladder are of the finest quality and designed specifically for the Professional window cleaner. Side stiles are varnished, steel tie-rods are fitted at intervals and a roller bar is fitted to e ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-window-cleaning-ladder-timber-with-alloy-rung.jpg&resizetoWidth=174,1140-26,214.95,169.95,45.00,0,"Out of Stock",11459,11459,"Heavy Duty",NULL,3,NULL,19,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,NULL,5.3,NULL,NULL,6-months,NULL,"Round rung",NULL,,14,N,N,"3.0m Trade Double Section Timber Window Cleaners Ladder with Alloy Tread",NULL
11460,Product,Ladders/Window-Cleaning-Ladders/3.5m-Trade-Double-Section-Timber-Window-Cleaning-Ladder-with-Alloy-Tread,1,"3.5m Trade Double Section Timber Window Cleaning Ladder with Alloy Tread",Ladders,"Window Cleaning Ladders",Unbranded,"<p>Our 3.6m Trade Double Section Window Cleaning or 'A' frame ladder are of the finest quality and designed specifically for the Professional window cleaner. Side stiles are varnished, steel tie-rods are fitted at intervals and a roller bar is fitted to ensure smooth operation.</p>
<ul>
<li>3.6m (11.8') Closed length</li>
<li>Designed for the professional window cleaner</li>
<li>Made from selected high-grade timber</li>
<li>Varnished side stiles</li>
<li>Serrated non-slip aluminium rungs</li>
<li>Tie rods fitted at intervals</li>
<li>6-months warranty</li>
<li>150kg workload capacity</li>
</ul>","<p>Our 3.6m Trade Double Section Window Cleaning or 'A' frame ladder are of the finest quality and designed specifically for the Professional window cleaner. Side stiles are varnished, steel tie-rods are fitted at intervals and a roller bar is fitted to e ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-1-8m-trade-double-section-timber-window-cleaners-ladder-with-alloy-rung.jpg&resizetoWidth=174,1140-27,236.95,194.95,42.00,0,"Out of Stock",11460,11460,"Heavy Duty",NULL,3.5,NULL,24,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,NULL,6.5,NULL,NULL,6-months,NULL,"Round rung",NULL,,14,N,N,"3.5m Trade Double Section Timber Window Cleaners Ladder with Alloy Tread",NULL
11461,Product,Ladders/Window-Cleaning-Ladders/1.8m-Trade-Single-Section-Aluminium-Window-Cleaning-Ladder,1,"1.8m Trade Single Section Aluminium Window Cleaning Ladder",Ladders,"Window Cleaning Ladders",Unbranded,"<p>Our 1.8m Trade Single Section 'A' Frame Window Cleaning Ladders are robustly constructed from smooth oval box-section side stiles with heavily ribbed non-slip round rungs. Although very sturdy, these are lightweight with a roller bar fitted to ensure smooth operation.</p>
<ul>
<li>1.8m (6') Closed length</li>
<li>Designed for the professional window cleaner</li>
<li>A frame oval section aluminium</li>
<li>Serrated non-slip aluminium rungs</li>
<li>Rubber bungs fitted both ends</li>
<li>1-year warranty</li>
<li>150kg workload capacity</li>
</ul>","<p>Our 1.8m Trade Single Section 'A' Frame Window Cleaning Ladders are robustly constructed from smooth oval box-section side stiles with heavily ribbed non-slip round rungs. Although very sturdy, these are lightweight with a roller bar fitted to ensure s ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-window-cleaning-ladder-aluminium.jpg&resizetoWidth=174,1141-00,105.95,74.95,31.00,1,"In Stock",11461,11461,"Heavy Duty",NULL,1.8,NULL,6,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,NULL,1.8,NULL,NULL,6-months,NULL,"Round rung",NULL,,21,N,N,"1.8m Trade Single Section Aluminium Window Cleaners Ladder",NULL
11462,Product,Ladders/Window-Cleaning-Ladders/2.4m-Trade-Single-Section-Aluminium-Window-Cleaning-Ladder,1,"2.4m Trade Single Section Aluminium Window Cleaning Ladder",Ladders,"Window Cleaning Ladders",Unbranded,"<p>Our 2.4m Trade Single Section 'A' Frame Window Cleaning Ladders are robustly constructed from smooth oval box-section side stiles with heavily ribbed non-slip round rungs. Although very sturdy, these are lightweight with a roller bar fitted to ensure smooth operation.</p>
<ul>
<li>2.4m (7.9') Closed length</li>
<li>Designed for the professional window cleaner</li>
<li>A frame oval section aluminium</li>
<li>Serrated non-slip aluminium rungs</li>
<li>Rubber bungs fitted both ends</li>
<li>1-year warranty</li>
<li>150kg workload capacity</li>
</ul>","<p>Our 2.4m Trade Single Section 'A' Frame Window Cleaning Ladders are robustly constructed from smooth oval box-section side stiles with heavily ribbed non-slip round rungs. Although very sturdy, these are lightweight with a roller bar fitted to ensure s ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-window-cleaning-ladder-aluminium.jpg&resizetoWidth=174,1141-01,158.64,88.95,69.69,0,"Out of Stock",11462,11462,"Heavy Duty",NULL,2.4,NULL,8,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,NULL,2.4,NULL,NULL,6-months,NULL,"Round rung",NULL,,21,N,N,"2.4m Trade Single Section Aluminium Window Cleaners Ladder",NULL
11467,Product,Ladders/Window-Cleaning-Ladders/Top-Block-for-Timber-Window-Cleaning-ladder-(Fitted),1,"Top Block for Timber Window Cleaning ladder (Fitted)",Ladders,"Window Cleaning Ladders",Unbranded,"<p>Top Block for Timber Window Cleaning ladders (Fitted)</p><ul><li>Protects the surfaces your ladder rests against</li></ul>","<p>Top Block for Timber Window Cleaning ladders (Fitted)</p><ul><li>Protects the surfaces your ladder rests against</li></ul> ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/image-not-available.jpg&resizetoWidth=174,1141-50,31.95,31.95,0.00,0,"Out of Stock",11467,11467,"Medium Duty",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1-Year,NULL,NULL,NULL,,14,N,N,"Top Block for Timber Window Cleaner ladder, Top Block, Window Cleaning Ladder",NULL
11468,Product,Ladders/Specialist-Access/3m-Class-1-TuffSteel-Pole-Ladder,1,"3m Class 1 TuffSteel Pole Ladder",Ladders,"Specialist Access",Pinnacle,"<p>Industrial 3.0m steel pole ladder that is fully protected for maximum corrosion resistance. Round non-slip rungs that allow use either way up.</p><ul><li>3m (9.8&apos;) Single section pole ladder</li><li>Heavy-duty construction</li><li>Ideal to access scaffolding</li><li>Long life corrosion resistance</li><li>1-year warranty</li><li>175kg workload capacity</li></ul>","<p>Industrial 3.0m steel pole ladder that is fully protected for maximum corrosion resistance. Round non-slip rungs that allow use either way up.</p><ul><li>3m (9.8&apos;) Single section pole ladder</li><li>Heavy-duty construction</li><li>Ideal to access  ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-3m-class-1-tuffsteel-pole-ladder.jpg&resizetoWidth=174,1151-003,82.75,82.75,0.00,-4,"Out of Stock",11468,11468,"Heavy Duty",NULL,3,NULL,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,175,0.41,3,NULL,NULL,1-Year,NULL,"Square rung",NULL,,14,Y,N,"Pole Ladders, Steel Ladders,Steel Pole Ladders,3m Class 1 TuffSteel Pole Ladder",NULL
11475,Product,Step-Ladders/Industrial-Step-Ladders/4-Tread-Class-1-Swingback-Step,1,"4 Tread Class 1 Swingback Step",Step,"Step Ladders",Pinnacle,"<p>Our range of 4 tread Class 1 Industrial Swingback Step Ladders is built from heavy duty channel section aluminium that not only reduces weight but makes these step ladders super-strong. Designed and built to work on building and construction sites across the UK, these swingback step ladders are built to last. These are one of the most popular step ladders that we sell on Ladders Online because they are simply built to last.</p>
<p>The deep serrated treads are riveted for increased strength. The metal locking stays help stop the steps from twisting giving you increased confidence when you climb up and down. The rear of the swingback step ladder has extra bracing riveted and box section back legs for extra strength. With non-slip rubber feet that grip the floor while you climb, you will feel safe and secure using them over and over. Tested and rated to Class 1 standards and with a weight load capacity of 175kg, this step ladder is one of the toughest that you can buy.</p>
<ul>
<li>4 heavy duty serrated treads</li>
<li>Hinged metal locking stays help prevent twisting</li>
<li>Box section back legs with heavy duty bracing for added strength</li>
<li>Non-slip rubber feet lock the step in place</li>
<li>Made in Britain</li>
<li>1-year warranty</li>
<li>175kg workload capacity</li>
<li>BS2037 Class 1</li>
</ul>
","<p>Our range of 4 tread Class 1 Industrial Swingback Step Ladders is built from heavy duty channel section aluminium that not only reduces weight but makes these step ladders super-strong. Designed and built to work on building and construction sites acro ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/class-1-swingback-4-tread.jpg&resizetoWidth=174,1200-004,67.98,67.98,0.00,-13,"Out of Stock",11475,11475,"Heavy Duty",NULL,1.12,1,4,4,0.98,0.73,NULL,NULL,NULL,NULL,85,NULL,175,0.42,NULL,NULL,NULL,1-Year,NULL,"Serrated tread",NULL,,14,Y,N,"4 tread, class 1 steps, industrial steps, swingback steps, class 1 swingback steps, class 1 step ladders, class 1 stepladders, 4 Tread Class 1 Swingback Step",NULL
